,code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark
5150,5629,汇安趋势C,汇安基金管理有限责任公司,邹唯 ,Stock,2018-04-25,2018-04-25,0000-00-00,0000-00-00,80.0％×中证800指数+20.0％×中证综合债券指数
5151,5630,华安研究,华安基金管理有限公司,万建军 ,Hybrid,2018-03-14,2018-03-14,0000-00-00,0000-00-00,80.0％×沪深300指数+20.0％×中债-综合指数-全价指数
5152,5631,博时富乾,博时基金管理有限公司,黄海峰 ,Bond,2018-02-08,2018-02-08,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-财富指数
5153,5632,鹏华先锋,鹏华基金管理有限公司,罗捷 ,Hybrid,2018-02-23,2018-02-23,0000-00-00,0000-00-00,80.0％×沪深300指数+20.0％×中证全债指数
5154,5633,建信500C,建信基金管理有限责任公司,叶乐天 ,Stock,2018-03-16,2018-03-16,0000-00-00,0000-00-00,5.0％×活期存款利率+95.0％×中证小盘500指数
5155,5635,博时多策略A,博时基金管理有限公司,黄瑞庆 林景艺 ,Stock,2018-04-03,2018-04-03,0000-00-00,0000-00-00,10.0％×中债-综合指数-财富指数+70.0％×中证全指指数+20.0％×恒生综合指数
5156,5636,博时多策略C,博时基金管理有限公司,黄瑞庆 林景艺 ,Stock,2018-04-03,2018-04-03,0000-00-00,0000-00-00,10.0％×中债-综合指数-财富指数+70.0％×中证全指指数+20.0％×恒生综合指数
5157,5637,中融聚业,中融基金管理有限公司,王玥 朱柏蓉 ,Bond,2018-10-17,2018-10-17,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5158,5638,农银量化,农银汇理基金管理有限公司,魏刚 ,Hybrid,2018-03-26,2018-03-26,0000-00-00,0000-00-00,75.0％×中证800指数+25.0％×中证全债指数
5159,5639,平安300ETF联接A,平安基金管理有限公司,成钧 ,Stock,2018-04-04,2018-04-04,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300指数
5160,5640,平安300ETF联接C,平安基金管理有限公司,成钧 ,Stock,2018-04-04,2018-04-04,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300指数
5161,5641,国投顺源,国投瑞银基金管理有限公司,狄晓娇 ,Bond,2018-02-07,2018-02-07,0000-00-00,0000-00-00,100.0％×中债-综合指数
5162,5642,鹏扬景升A,鹏扬基金管理有限公司,卢安平 王华 赵世宏 ,Hybrid,2018-04-03,2018-04-03,0000-00-00,0000-00-00,10.0％×香港恒生指数+70.0％×中证800指数+20.0％×中债-综合指数-财富指数
5163,5643,鹏扬景升C,鹏扬基金管理有限公司,卢安平 王华 赵世宏 ,Hybrid,2018-04-03,2018-04-03,0000-00-00,0000-00-00,10.0％×香港恒生指数+70.0％×中证800指数+20.0％×中债-综合指数-财富指数
5164,5644,广发龙头,广发基金管理有限公司,余昊 ,Hybrid,2018-03-21,2018-03-21,0000-00-00,0000-00-00,15.0％×沪深300指数+65.0％×香港恒生指数+20.0％×中证全债指数
5165,5645,华泰保兴尊信,华泰保兴基金管理有限公司,周咏梅 ,Bond,2018-02-06,2018-02-06,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5166,5646,中海沪港深多策略,中海基金管理有限公司,陈玮 姚炜 ,Hybrid,2018-03-21,2018-03-21,0000-00-00,0000-00-00,35.0％×沪深300指数+35.0％×香港恒生指数+30.0％×中证全债指数
5167,5647,广发汇佳,广发基金管理有限公司,王予柯 ,Bond,2018-03-12,2018-03-12,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5168,5648,招商添琪A,招商基金管理有限公司,周欣宇 ,Bond,2018-03-01,2018-03-01,0000-00-00,0000-00-00,100.0％×中证全债指数
5169,5649,招商添琪C,招商基金管理有限公司,周欣宇 ,Bond,2018-03-01,2018-03-01,0000-00-00,0000-00-00,100.0％×中证全债指数
5170,5650,万家同顺A,万家基金管理有限公司,陈旭 ,Hybrid,2018-05-04,2018-05-04,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中证800指数
5171,5651,万家同顺C,万家基金管理有限公司,陈旭 ,Hybrid,2018-05-04,2018-05-04,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中证800指数
5172,5652,国富天颐A,国海富兰克林基金管理有限公司,邓钟锋 刘晓 ,Hybrid,2018-03-27,2018-03-27,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中债-国债总指数-全价指数
5173,5653,国富天颐C,国海富兰克林基金管理有限公司,邓钟锋 刘晓 ,Hybrid,2018-03-27,2018-03-27,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中债-国债总指数-全价指数
5174,5654,天弘悦享,天弘基金管理有限公司,姜晓丽 王昌俊 ,Bond,2018-05-14,2018-05-14,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5175,5655,诺安浙享,诺安基金管理有限公司,裴禹翔 岳帅 ,Bond,2018-09-27,2018-09-27,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-财富指数
5176,5656,光大安泽A,光大保德信基金管理有限公司,董伟炜 沈荣 周华 ,Bond,2018-09-06,2018-09-06,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-综合指数-财富指数
5177,5657,光大安泽C,光大保德信基金管理有限公司,董伟炜 沈荣 周华 ,Bond,2018-09-06,2018-09-06,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-综合指数-财富指数
5178,5658,华夏300ETF联接C,华夏基金管理有限公司,张弘弢 赵宗庭 ,Stock,2018-02-02,2018-02-02,0000-00-00,0000-00-00,95.0％×沪深300指数+1.0％
5179,5659,南方恒生ETF联接C,南方基金管理股份有限公司,罗文杰 ,Stock,2018-03-09,2018-03-09,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×香港恒生指数
5180,5660,嘉实资源A,嘉实基金管理有限公司,苏文杰 吴云峰 ,Stock,2018-10-22,2018-10-22,0000-00-00,0000-00-00,70.0％×中证内地资源主题指数+10.0％×中债-综合指数-财富指数+10.0％×恒生综合行业指数 - 能源业+10.0％×恒生综合行业指数 - 原材料业
5181,5661,嘉实资源C,嘉实基金管理有限公司,苏文杰 吴云峰 ,Stock,2018-10-22,2018-10-22,0000-00-00,0000-00-00,70.0％×中证内地资源主题指数+10.0％×中债-综合指数-财富指数+10.0％×恒生综合行业指数 - 能源业+10.0％×恒生综合行业指数 - 原材料业
5182,5662,嘉实金融精选A,嘉实基金管理有限公司,李欣 ,Stock,2018-03-14,2018-03-14,0000-00-00,0000-00-00,10.0％×中债-综合指数-财富指数+70.0％×中证全指金融地产指数+20.0％×恒生综合行业指数 - 金融业
5183,5663,嘉实金融精选C,嘉实基金管理有限公司,李欣 ,Stock,2018-03-14,2018-03-14,0000-00-00,0000-00-00,10.0％×中债-综合指数-财富指数+70.0％×中证全指金融地产指数+20.0％×恒生综合行业指数 - 金融业
5184,5664,鹏扬景欣A,鹏扬基金管理有限公司,卢安平 王华 赵世宏 ,Hybrid,2018-05-10,2018-05-10,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中债-综合指数-财富指数
5185,5665,鹏扬景欣C,鹏扬基金管理有限公司,卢安平 王华 赵世宏 ,Hybrid,2018-05-10,2018-05-10,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中债-综合指数-财富指数
5186,5666,上银慧佳盈,上银基金管理有限公司,楼昕宇 ,Bond,2018-05-17,2018-05-17,0000-00-00,0000-00-00,100.0％×中债-综合指数
5187,5667,易方达富财,易方达基金管理有限公司,王晓晨 张雅君 ,Bond,2018-10-26,2018-10-26,0000-00-00,0000-00-00,100.0％×中债-新综合指数(全价)
5188,5668,融通新能源汽车,融通基金管理有限公司,付伟琦 王迪 ,Hybrid,2018-06-15,2018-06-15,0000-00-00,0000-00-00,10.0％×中证香港100指数+20.0％×中债-综合指数-全价指数+70.0％×中证新能源汽车指数
5189,5669,前海公用事业,前海开源基金管理有限公司,史程 ,Stock,2018-03-23,2018-03-23,0000-00-00,0000-00-00,20.0％×中证全债指数+80.0％×MSCI中国A股-公用事业指数
5190,5670,嘉实致兴,嘉实基金管理有限公司,王茜 尹页 ,Bond,2018-06-08,2018-06-08,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数
5191,5671,前海联合优选A,新疆前海联合基金管理有限公司,何杰 林材 王静 ,Hybrid,2018-07-25,2018-07-25,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-全价指数
5192,5672,前海联合优选C,新疆前海联合基金管理有限公司,何杰 林材 王静 ,Hybrid,2018-07-25,2018-07-25,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-全价指数
5193,5673,新华惠鑫A,新华基金管理股份有限公司,,Bond,2018-02-14,2018-02-14,2019-01-10,2019-01-10,10.0％×沪深300指数+30.0％×中债-国债总指数-全价指数+60.0％×中债-企业债总指数-全价指数
5194,5674,诺德消费,诺德基金管理有限公司,朱红 ,Hybrid,2018-05-18,2018-05-18,0000-00-00,0000-00-00,50.0％×中证综合债券指数+50.0％×申银万国指数-消费
5195,5675,易方达恒生ETF联接C,易方达基金管理有限公司,成曦 余海燕 张胜记 ,QDII,2018-02-09,2018-02-09,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×恒生中国企业指数
5196,5676,易方达全球C,易方达基金管理有限公司,范冰 张胜记 ,QDII,2018-02-09,2018-02-09,0000-00-00,0000-00-00,100.0％×标普全球高端消费品指数
5197,5677,安信永盛,安信基金管理有限责任公司,李巍 庄园 ,Bond,2018-03-30,2018-03-30,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数
5198,5678,安信尊享添益A,安信基金管理有限责任公司,王涛 肖芳芳 钟光正 ,Bond,2018-03-14,2018-03-14,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数
5199,5679,财通资管鑫盛,财通证券资产管理有限公司,陈希希 顾宇笛 于洋 ,Hybrid,2018-05-22,2018-05-22,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中债-综合指数
5200,5680,财通资管价值,财通证券资产管理有限公司,姜永明 于洋 ,Hybrid,2019-03-25,2019-03-25,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数
5201,5682,财通资管消费,财通证券资产管理有限公司,于洋 ,Hybrid,2018-04-02,2018-04-02,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数
5202,5683,国寿华兴,国寿安保基金管理有限公司,李捷 张琦 ,Hybrid,2018-04-28,2018-04-28,0000-00-00,0000-00-00,35.0％×沪深300指数+35.0％×香港恒生指数+30.0％×中证综合债券指数
5203,5684,财通资管鸿睿A,财通证券资产管理有限公司,陈希希 顾宇笛 ,Bond,2018-08-10,2018-08-10,0000-00-00,0000-00-00,100.0％×中债-综合指数
5204,5685,财通资管鸿睿C,财通证券资产管理有限公司,陈希希 顾宇笛 ,Bond,2018-08-10,2018-08-10,0000-00-00,0000-00-00,100.0％×中债-综合指数
5205,5686,财通资管瑞享,财通证券资产管理有限公司,陈希希 顾宇笛 ,Hybrid,2018-05-29,2018-05-29,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-综合指数
5206,5689,中银医疗保健,中银基金管理有限公司,刘潇 ,Hybrid,2018-06-13,2018-06-13,0000-00-00,0000-00-00,35.0％×中债-综合指数+65.0％×中证医药卫生指数
5207,5690,中银安享,中银基金管理有限公司,周毅 ,Bond,2018-11-26,2018-11-26,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5208,5691,南方中证100C,南方基金管理股份有限公司,龚涛 ,Stock,2018-03-09,2018-03-09,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中证100指数
5209,5692,广发工业ETF联接C,广发基金管理有限公司,陆志明 ,Stock,2018-02-13,2018-02-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指工业指数
5210,5693,广发军工ETF联接C,广发基金管理有限公司,刘杰 ,Stock,2018-02-13,2018-02-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证军工指数
5211,5694,华富恒玖A,华富基金管理有限公司,倪莉莎 ,Bond,2018-03-23,2018-03-23,0000-00-00,0000-00-00,100.0％×中证全债指数
5212,5695,华安睿明A,华安基金管理有限公司,杨明 ,Hybrid,2018-04-23,2018-04-23,0000-00-00,0000-00-00,40.0％×沪深300指数+10.0％×香港恒生指数+50.0％×每个封闭期首日的中债企业债AA+两年到期收益率加1%
5213,5696,华安睿明C,华安基金管理有限公司,杨明 ,Hybrid,2018-04-23,2018-04-23,0000-00-00,0000-00-00,40.0％×沪深300指数+10.0％×香港恒生指数+50.0％×每个封闭期首日的中债企业债AA+两年到期收益率加1%
5214,5697,安信量化C,安信基金管理有限责任公司,,Hybrid,2018-02-28,2018-02-28,2019-01-02,2019-01-02,20.0％×中债-总指数+80.0％×沪深300指数
5215,5698,华夏科技先锋,华夏基金管理有限公司,李湘杰 ,QDII,2018-04-17,2018-04-17,0000-00-00,0000-00-00,30.0％×上海证券交易所国债指数+30.0％×中证TMT产业主题指数+40.0％×中证中美TMT指数(人民币)
5216,5699,工银新经济,工银瑞信基金管理有限公司,郝康 ,QDII,2018-05-10,2018-05-10,0000-00-00,0000-00-00,25.0％×活期存款利率(税后)+50.0％×香港恒生指数+25.0％×中证海外(不含香港)内地股人民币指数
5217,5700,工银新经济美元,工银瑞信基金管理有限公司,郝康 ,QDII,2018-05-10,2018-05-10,0000-00-00,0000-00-00,25.0％×活期存款利率(税后)+50.0％×香港恒生指数+25.0％×中证海外(不含香港)内地股人民币指数
5218,5701,上投精选,上投摩根基金管理有限公司,张淑婉 ,Hybrid,2018-06-08,2018-06-08,0000-00-00,0000-00-00,30.0％×中债-总指数+70.0％×中证港股通综合指数（人民币）
5219,5702,恒生前海高股息,恒生前海基金管理有限公司,杨伟 ,Stock,2018-04-26,2018-04-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×恒生港股通高股息低波动指数
5220,5703,永赢增益A,永赢基金管理有限公司,乔嘉麒 ,Bond,2018-03-06,2018-03-06,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5221,5704,永赢增益C,永赢基金管理有限公司,乔嘉麒 ,Bond,2018-03-06,2018-03-06,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5222,5705,永赢恒益,永赢基金管理有限公司,牟琼屿 乔嘉麒 ,Bond,2018-05-14,2018-05-14,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5223,5706,兴业龙腾,兴业基金管理有限公司,腊博 刘方旭 ,Hybrid,2018-04-19,2018-04-19,0000-00-00,0000-00-00,40.0％×沪深300指数+60.0％×中债-综合指数-全价指数
5224,5707,富国港股通,富国基金管理有限公司,蔡卡尔 徐幼华 张峰 ,Stock,2018-05-30,2018-05-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×恒生综合指数
5225,5708,国联安远见,国联安基金管理有限公司,刘斌 ,Hybrid,2018-05-15,2018-05-15,0000-00-00,0000-00-00,25.0％×上海证券交易所国债指数+75.0％×沪深300指数
5226,5709,华安鼎益A,华安基金管理有限公司,郑如熙 ,Bond,2018-11-02,2018-11-02,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5227,5710,兴业嘉润,兴业基金管理有限公司,徐青 ,Bond,2018-03-08,2018-03-08,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5228,5711,永赢惠添利,永赢基金管理有限公司,李永兴 ,Hybrid,2018-05-31,2018-05-31,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数
5229,5712,兴全祥泰,兴全基金管理有限公司,翟秀华 王健 ,Bond,2018-03-16,2018-03-16,0000-00-00,0000-00-00,100.0％×中证全债指数
5230,5713,中融季季红A,中融基金管理有限公司,王玥 ,Bond,2018-03-23,2018-03-23,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5231,5714,中融季季红C,中融基金管理有限公司,王玥 ,Bond,2018-03-23,2018-03-23,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5232,5715,人保纯债A,中国人保资产管理有限公司,田阳 张玮 ,Bond,2018-03-23,2018-03-23,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5233,5716,人保纯债C,中国人保资产管理有限公司,田阳 张玮 ,Bond,2018-03-23,2018-03-23,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5234,5717,兴业机遇,兴业基金管理有限公司,莫华寅 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,10.0％×沪深300指数+80.0％×中债-综合指数-全价指数+10.0％×中证可转换债券指数
5235,5719,招商招诚,招商基金管理有限公司,许强 ,Bond,2018-09-20,2018-09-20,0000-00-00,0000-00-00,100.0％×中证全债指数
5236,5720,前海乾盛A,前海开源基金管理有限公司,林悦 刘静 ,Bond,2018-03-15,2018-03-15,0000-00-00,0000-00-00,100.0％×中债-综合指数
5237,5721,前海乾盛C,前海开源基金管理有限公司,林悦 刘静 ,Bond,2018-03-15,2018-03-15,0000-00-00,0000-00-00,100.0％×中债-综合指数
5238,5722,前海联合泓瑞,新疆前海联合基金管理有限公司,敬夏玺 ,Bond,2018-03-07,2018-03-07,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5239,5723,中融聚安,中融基金管理有限公司,李倩 ,Bond,2018-04-10,2018-04-10,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5240,5724,交银致远,交银施罗德基金管理有限公司,蔡铮 ,Hybrid,2018-05-18,2018-05-18,0000-00-00,0000-00-00,75.0％×上海证券交易所国债指数+25.0％×沪深300指数
5241,5725,国投恒泽A,国投瑞银基金管理有限公司,李达夫 ,Bond,2018-12-19,2018-12-19,0000-00-00,0000-00-00,20.0％×一年定期存款利率(税后)+80.0％×中债-总指数_1-3年
5242,5726,国泰价值精选,国泰基金管理有限公司,周伟锋 ,Hybrid,2018-08-08,2018-08-08,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数
5243,5727,嘉实中创400联接C,嘉实基金管理有限公司,李直 刘珈吟 ,Stock,2018-03-06,2018-03-06,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中小企业板创业板400指数
5244,5728,华宝绿色主题,华宝基金管理有限公司,蔡目荣 夏林锋 ,Hybrid,2018-09-04,2018-09-04,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×中证800指数
